,BibNumber,Category Group,checkout_date,checkout_month
5528165,3027640,Fiction,2016-12-27,12
3854963,2676604,Fiction,2016-05-04,5
3524807,2325574,Fiction,2016-12-02,12
6206014,196127,Language,2016-08-06,8
1234991,2770063,Nonfiction,2016-04-02,4
1185671,1737853,Nonfiction,2016-11-19,11
5915816,2419991,Fiction,2016-02-28,2
3608620,3068863,Fiction,2016-02-18,2
3116216,3184746,Nonfiction,2016-08-09,8
1377085,3146326,Nonfiction,2016-11-08,11
3184125,2875833,Fiction,2016-09-18,9
5307437,2850381,Fiction,2016-07-16,7
2577890,3171434,Nonfiction,2016-06-12,6
4490027,112845,Fiction,2016-06-30,6
1526258,2987572,Nonfiction,2016-03-19,3
1148082,2832896,Fiction,2016-05-02,5
2279561,2862390,Nonfiction,2016-10-13,10
1174469,2732076,Fiction,2016-11-22,11
1559373,2844367,Fiction,2016-04-17,4
5751508,2641155,Fiction,2016-06-11,6
5377305,1804039,Fiction,2016-06-21,6
4794862,3126778,Nonfiction,2016-12-17,12
5028997,3114403,Fiction,2016-02-27,2
5452709,3115265,Nonfiction,2016-11-03,11
5449454,3027688,Nonfiction,2016-01-14,1
3502568,2953043,Fiction,2016-02-23,2
5848973,1898747,Fiction,2016-08-16,8
1583314,2250614,Fiction,2016-11-29,11
5612373,2805559,Fiction,2016-09-24,9
3813854,3143924,Fiction,2016-06-01,6
2452768,2685302,Nonfiction,2016-11-16,11
2272543,3132607,Nonfiction,2016-09-17,9
3291152,2065315,Fiction,2016-01-30,1
5029636,3126214,Fiction,2016-02-05,2
2755626,3156149,Nonfiction,2016-09-28,9
4515091,3122868,Fiction,2016-12-11,12
4552789,2684590,Fiction,2016-03-30,3
3577948,2595296,Fiction,2016-11-23,11
2699243,2706515,Nonfiction,2016-03-03,3
3564684,3175747,Fiction,2016-09-22,9
3719085,2247069,Fiction,2016-08-18,8
2169139,2809221,Fiction,2016-02-24,2
5524310,2936800,Fiction,2016-01-11,1
1170323,2351186,Fiction,2016-05-03,5
5577387,2807011,Fiction,2016-08-23,8
4762196,3118193,Nonfiction,2016-02-22,2
1150510,3057522,Fiction,2016-11-28,11
2450597,2588336,Nonfiction,2016-07-28,7
2408917,3082900,Nonfiction,2016-03-21,3
2735947,2873925,Nonfiction,2016-01-12,1
2412970,2818879,Nonfiction,2016-01-26,1
2503280,2702590,Nonfiction,2016-06-13,6
6172231,2909082,Fiction,2016-10-12,10
4224276,3093826,Fiction,2016-03-04,3
5338370,2859937,Fiction,2016-10-01,10
3499242,2805080,Fiction,2016-12-02,12
5348858,2795442,Fiction,2016-06-07,6
5117952,2614271,Fiction,2016-02-11,2
4450024,2912060,Fiction,2016-05-31,5
4467020,762,Fiction,2016-04-10,4
6082655,2838322,Fiction,2016-10-26,10
6095919,2585451,Fiction,2016-11-12,11
4307612,479823,Nonfiction,2016-01-29,1
1355458,3140907,Nonfiction,2016-02-16,2
3686817,3027831,Fiction,2016-01-19,1
3555341,2612259,Fiction,2016-05-10,5
3648471,2811597,Fiction,2016-09-08,9
4304344,1593843,Nonfiction,2016-09-17,9
3114385,2745011,Nonfiction,2016-01-25,1
5502720,2740852,Fiction,2016-04-28,4
3619335,2615094,Fiction,2016-02-26,2
4419889,377433,Fiction,2016-05-17,5
2139068,3146428,Fiction,2016-07-19,7
2559181,3137889,Nonfiction,2016-08-26,8
6120241,2845967,Fiction,2016-09-14,9
5130495,2841412,Fiction,2016-06-16,6
4278250,3079937,Fiction,2016-04-30,4
2748452,2820783,Nonfiction,2016-01-11,1
6254966,3024521,Language,2016-06-04,6
3642343,2926134,Fiction,2016-05-16,5
4453161,2657590,Fiction,2016-06-27,6
5753769,2309716,Fiction,2016-07-10,7
1541396,2919588,Fiction,2016-03-12,3
6195148,3106063,Fiction,2016-12-03,12
1332942,2919696,Nonfiction,2016-02-24,2
2752891,2307289,Nonfiction,2016-09-07,9
6247443,3091861,Fiction,2016-11-09,11
2694442,2265891,Nonfiction,2016-03-21,3
6204351,1345918,Language,2016-12-01,12
1209210,2973195,Nonfiction,2016-03-12,3
1221409,2919788,Nonfiction,2016-11-12,11
5596694,3049843,Fiction,2016-02-20,2
4507220,3174942,Fiction,2016-10-31,10
5337155,2537625,Fiction,2016-02-17,2
5705724,2926712,Nonfiction,2016-02-08,2
1290529,2366806,Nonfiction,2016-05-23,5
5517908,3076459,Fiction,2016-12-20,12
1403090,2969161,Nonfiction,2016-01-29,1
1504868,3134286,Nonfiction,2016-04-24,4
6201661,2663648,Fiction,2016-08-09,8
3615847,3198506,Fiction,2016-10-29,10
2784164,3065695,Nonfiction,2016-05-07,5
6401955,2603808,Nonfiction,2016-04-14,4
1578715,2917282,Fiction,2016-03-23,3
2709939,3203386,Nonfiction,2016-11-21,11
1425915,1652163,Nonfiction,2016-05-27,5
3229747,2990341,Fiction,2016-05-22,5
5909533,2916216,Fiction,2016-08-11,8
1276128,3098593,Nonfiction,2016-12-26,12
4182204,2983447,Language,2016-12-27,12
5893397,2721243,Fiction,2016-05-07,5
5730878,3131754,Fiction,2016-12-05,12
4232659,3148745,Fiction,2016-10-14,10
5096184,3115375,Nonfiction,2016-02-20,2
1209020,2938958,Nonfiction,2016-08-26,8
4717072,3115276,Nonfiction,2016-01-07,1
1453140,2704945,Nonfiction,2016-01-21,1
2647970,2984058,Nonfiction,2016-09-10,9
1201822,2912146,Nonfiction,2016-03-11,3
1114828,3183119,Fiction,2016-12-18,12
2730599,2908000,Nonfiction,2016-05-16,5
4183482,2255238,Language,2016-11-18,11
2245572,2862608,Nonfiction,2016-03-29,3
1419783,2357959,Nonfiction,2016-11-22,11
5090233,3175055,Nonfiction,2016-06-21,6
5008279,3182060,Fiction,2016-07-29,7
4767348,3126878,Nonfiction,2016-02-26,2
3805708,3111181,Fiction,2016-03-15,3
3091865,2506668,Nonfiction,2016-10-10,10
4353056,3117672,Fiction,2016-03-16,3
1595676,3177798,Fiction,2016-12-29,12
4401735,3035926,Fiction,2016-03-17,3
2473728,2943468,Nonfiction,2016-04-07,4
1590215,3068866,Fiction,2016-07-23,7
5088033,2586435,Nonfiction,2016-08-21,8
6229889,2945096,Fiction,2016-06-22,6
5923277,3018396,Fiction,2016-09-23,9
1246084,2591887,Nonfiction,2016-08-23,8
5485753,2351253,Fiction,2016-02-09,2
5065390,3123833,Fiction,2016-04-20,4
1271816,2585666,Nonfiction,2016-01-27,1
1480621,3198568,Nonfiction,2016-11-25,11
3585855,3133861,Fiction,2016-12-18,12
1269376,2906857,Nonfiction,2016-05-29,5
1455006,342084,Nonfiction,2016-12-22,12
4333077,3093522,Fiction,2016-10-19,10
1497631,2459602,Nonfiction,2016-06-18,6
6353715,2608519,Nonfiction,2016-11-21,11
1492084,3013346,Nonfiction,2016-05-17,5
1485773,2102941,Nonfiction,2016-07-30,7
3089574,2193514,Nonfiction,2016-08-29,8
6100807,2802875,Fiction,2016-02-21,2
5004288,3167894,Fiction,2016-09-06,9
2564808,3154365,Nonfiction,2016-05-28,5
6222295,1918167,Fiction,2016-03-05,3
2152494,2444495,Fiction,2016-07-23,7
4487376,3029417,Fiction,2016-12-09,12
2440503,3119042,Nonfiction,2016-12-28,12
2267574,3125796,Nonfiction,2016-09-08,9
2768064,3170325,Nonfiction,2016-10-22,10
1558036,2850927,Fiction,2016-09-24,9
5515590,3029161,Fiction,2016-10-11,10
5752449,3059798,Fiction,2016-01-11,1
3640167,2831101,Fiction,2016-10-01,10
3836128,3153504,Fiction,2016-03-22,3
4727555,2837082,Nonfiction,2016-08-29,8
4414772,2838627,Fiction,2016-01-21,1
5529109,2850364,Fiction,2016-07-23,7
2123804,3113529,Fiction,2016-12-19,12
5575508,3171550,Fiction,2016-09-24,9
4378367,2908715,Fiction,2016-05-09,5
5394341,3164282,Fiction,2016-07-31,7
2564182,3083323,Nonfiction,2016-05-27,5
1350111,3035372,Nonfiction,2016-10-23,10
6125989,2943384,Fiction,2016-01-28,1
4372535,3136697,Fiction,2016-08-08,8
6388874,2919580,Reference,2016-08-02,8
1102886,3002408,Fiction,2016-04-04,4
1124717,2679390,Fiction,2016-09-24,9
1356134,2462222,Nonfiction,2016-09-06,9
4189997,2811676,Language,2016-06-23,6
5643866,3063221,Nonfiction,2016-06-27,6
4463885,2333821,Fiction,2016-08-23,8
4523750,3035659,Fiction,2016-08-02,8
6240810,3068620,Fiction,2016-01-17,1
2430996,2692459,Nonfiction,2016-05-09,5
5362217,2919400,Fiction,2016-01-25,1
3679592,3156717,Fiction,2016-02-27,2
4763447,2576822,Nonfiction,2016-07-12,7
3802511,3202693,Fiction,2016-11-10,11
2692798,3134452,Nonfiction,2016-11-13,11
3854578,3182274,Fiction,2016-10-16,10
1338315,2618809,Nonfiction,2016-07-05,7
5233004,2673000,Fiction,2016-02-24,2
1254444,3110683,Nonfiction,2016-12-28,12
3221576,1773413,Fiction,2016-10-18,10
5657224,2982973,Nonfiction,2016-03-01,3
3790254,3079988,Fiction,2016-06-26,6
1143460,3125754,Fiction,2016-10-24,10
1143765,3032215,Fiction,2016-12-03,12
2394288,3118381,Nonfiction,2016-03-19,3
2777320,3183534,Nonfiction,2016-10-12,10
3512112,3160613,Fiction,2016-10-29,10
5349185,2732466,Fiction,2016-09-15,9
5588736,2731256,Fiction,2016-02-13,2
5459583,1714460,Nonfiction,2016-12-08,12
4766343,3044749,Nonfiction,2016-10-10,10
4361974,2906177,Fiction,2016-06-02,6
3724240,3027831,Fiction,2016-03-29,3
5522002,3183703,Fiction,2016-11-22,11
3532129,2838741,Fiction,2016-01-14,1
4275419,3178517,Fiction,2016-07-10,7
4376181,3115939,Fiction,2016-08-26,8
3791514,3130372,Fiction,2016-11-01,11
4497256,2912048,Fiction,2016-10-09,10
2761972,2859149,Nonfiction,2016-01-05,1
2400892,3081500,Nonfiction,2016-01-15,1
3157765,3023237,Fiction,2016-12-28,12
4807584,3184742,Nonfiction,2016-08-09,8
2593831,2470042,Nonfiction,2016-11-05,11
5599903,2959269,Fiction,2016-02-06,2
4738025,2432165,Nonfiction,2016-06-24,6
6221606,3194969,Fiction,2016-12-23,12
3613389,2855942,Fiction,2016-03-18,3
1609633,2968652,Fiction,2016-02-13,2
3273586,2738442,Fiction,2016-05-02,5
4296502,2504677,Nonfiction,2016-05-09,5
3599948,3113768,Fiction,2016-06-22,6
5328156,2794952,Fiction,2016-07-15,7
5228680,2855975,Fiction,2016-04-10,4
2643276,2624746,Nonfiction,2016-02-03,2
6135062,2147850,Nonfiction,2016-06-16,6
4268259,3146578,Fiction,2016-03-27,3
2324001,3154116,Nonfiction,2016-11-25,11
6306919,2622255,Nonfiction,2016-11-09,11
4453161,2657590,Fiction,2016-06-27,6
2145004,3133813,Fiction,2016-01-07,1
4455868,2734198,Fiction,2016-07-06,7
2344013,3111339,Nonfiction,2016-02-23,2
4205105,3078440,Fiction,2016-07-19,7
4328279,2608917,Fiction,2016-08-30,8
5604206,2698380,Fiction,2016-05-22,5
3199521,3209328,Fiction,2016-11-28,11
5538868,3081577,Fiction,2016-05-14,5
3613583,3086577,Fiction,2016-01-04,1
2436445,2980459,Nonfiction,2016-04-23,4
5525070,3130248,Fiction,2016-02-01,2
5228793,3136058,Fiction,2016-06-29,6
1395160,2794603,Nonfiction,2016-04-04,4
5557012,3024693,Fiction,2016-09-01,9
3593418,2811430,Fiction,2016-09-02,9
5073463,2818788,Fiction,2016-08-14,8
5704729,3102671,Nonfiction,2016-01-07,1
2669179,3109230,Nonfiction,2016-01-16,1
3124726,3102194,Nonfiction,2016-07-30,7
4718321,2662765,Nonfiction,2016-12-03,12
3694347,3003915,Fiction,2016-07-18,7
1316167,2874444,Nonfiction,2016-03-24,3
4451378,632096,Fiction,2016-08-04,8
2486174,3165019,Nonfiction,2016-09-13,9
2521454,2408576,Nonfiction,2016-10-01,10
4511311,3124968,Fiction,2016-09-26,9
4766657,3057565,Nonfiction,2016-03-28,3
4396981,2631436,Fiction,2016-09-28,9
1150490,3081299,Fiction,2016-04-30,4
6202882,3131667,Language,2016-04-09,4
3630192,2899026,Fiction,2016-10-26,10
4186215,1821682,Language,2016-07-03,7
5451579,3118857,Nonfiction,2016-08-21,8
3769203,3099281,Fiction,2016-06-01,6
4761137,2928273,Nonfiction,2016-08-12,8
2186016,2926679,Fiction,2016-04-20,4
5757446,2673703,Fiction,2016-06-11,6
4213544,3140512,Fiction,2016-12-10,12
2287910,2848069,Nonfiction,2016-09-17,9
5111672,2865268,Fiction,2016-03-02,3
2325071,2969471,Nonfiction,2016-01-05,1
5837618,2852146,Fiction,2016-08-29,8
4468571,2883500,Fiction,2016-04-23,4
2419223,2865971,Nonfiction,2016-03-12,3
5322440,2521779,Fiction,2016-01-07,1
5834256,2983812,Fiction,2016-08-08,8
6262035,3133451,Language,2016-03-11,3
5217361,2926900,Fiction,2016-04-16,4
2329480,3086742,Nonfiction,2016-10-08,10
3844440,3148609,Fiction,2016-05-21,5
2494448,3122601,Nonfiction,2016-11-16,11
2583924,3029319,Nonfiction,2016-09-15,9
4329287,3122868,Fiction,2016-08-17,8
2603686,2883027,Nonfiction,2016-03-03,3
3086876,2407293,Nonfiction,2016-01-06,1
4787599,3064602,Nonfiction,2016-06-07,6
3729995,2739836,Fiction,2016-03-26,3
4282164,3165400,Fiction,2016-07-16,7
3530746,2929758,Fiction,2016-01-06,1
5217119,2947521,Fiction,2016-12-18,12
4482411,2906169,Fiction,2016-05-02,5
2139886,3178689,Fiction,2016-05-14,5
3164076,3091975,Fiction,2016-08-19,8
6090166,2945952,Fiction,2016-10-14,10
6400046,2215807,Nonfiction,2016-09-22,9
3821914,3141374,Fiction,2016-04-21,4
3797918,3171406,Fiction,2016-06-27,6
3827206,3173454,Fiction,2016-07-25,7
3794420,3069020,Fiction,2016-01-11,1
4481230,2909939,Fiction,2016-02-13,2
5243560,2939717,Fiction,2016-01-16,1
4271990,3114446,Fiction,2016-08-29,8
5551298,2992967,Fiction,2016-12-12,12
5453103,2918520,Nonfiction,2016-11-20,11
1448511,3105315,Nonfiction,2016-08-13,8
5220003,2726157,Fiction,2016-09-10,9
2262698,3138859,Nonfiction,2016-10-31,10
5574392,2938364,Fiction,2016-01-03,1
1464004,3165251,Nonfiction,2016-11-16,11
3175140,2193034,Fiction,2016-02-01,2
2252075,3096913,Nonfiction,2016-01-05,1
5727864,2319467,Fiction,2016-11-16,11
4472340,2513535,Fiction,2016-08-29,8
5523009,2650872,Fiction,2016-04-05,4
6081911,2181565,Fiction,2016-09-08,9
5772632,3160634,Fiction,2016-12-07,12
2512659,3111380,Nonfiction,2016-09-03,9
2670468,3099592,Nonfiction,2016-02-13,2
4348014,3122861,Fiction,2016-11-17,11
3583803,2669698,Fiction,2016-03-31,3
6096826,2628573,Fiction,2016-08-15,8
1230468,2436819,Nonfiction,2016-01-10,1
3257855,3037069,Fiction,2016-08-11,8
4477358,100846,Fiction,2016-07-19,7
4998210,3209933,Fiction,2016-09-30,9
2641180,3085690,Nonfiction,2016-12-21,12
4719098,3084696,Nonfiction,2016-05-14,5
5735700,3086463,Fiction,2016-08-20,8
5291211,3113945,Fiction,2016-05-23,5
1190081,1733728,Nonfiction,2016-08-11,8
3261022,2760860,Fiction,2016-12-03,12
5493731,3043774,Fiction,2016-10-19,10
4534963,2960426,Fiction,2016-01-05,1
5779976,2929787,Fiction,2016-06-16,6
1273959,3004525,Nonfiction,2016-11-04,11
5879008,2507575,Nonfiction,2016-05-07,5
1193318,2435548,Nonfiction,2016-03-05,3
4497337,2307490,Fiction,2016-04-24,4
2750055,2857994,Nonfiction,2016-03-06,3
1431342,2947486,Nonfiction,2016-08-02,8
4198932,3156067,Fiction,2016-04-05,4
2157162,2904034,Fiction,2016-02-09,2
4788695,3183252,Nonfiction,2016-09-07,9
4435207,3055104,Fiction,2016-03-23,3
2381016,3217925,Nonfiction,2016-12-16,12
2533154,3104576,Nonfiction,2016-03-08,3
1261177,3097137,Nonfiction,2016-03-20,3
3550573,3170894,Fiction,2016-07-07,7
5804575,2987849,Fiction,2016-10-24,10
4376195,2821770,Fiction,2016-02-03,2
1106342,3165044,Fiction,2016-09-04,9
5486522,3082371,Fiction,2016-07-30,7
1199658,2917481,Nonfiction,2016-11-07,11
3832891,3130324,Fiction,2016-01-03,1
4547989,2550250,Fiction,2016-09-28,9
6069906,2698362,Nonfiction,2016-07-27,7
5610888,3091762,Fiction,2016-10-10,10
4197249,3122601,Fiction,2016-05-18,5
1258544,731296,Nonfiction,2016-01-20,1
4488027,2633890,Fiction,2016-05-04,5
6308444,2974206,Nonfiction,2016-01-05,1
2361484,2576150,Nonfiction,2016-05-22,5
4526414,3018321,Fiction,2016-04-30,4
5131122,2533831,Fiction,2016-04-25,4
5616384,2954599,Fiction,2016-03-02,3
2512528,2851823,Nonfiction,2016-11-04,11
3208724,3154178,Fiction,2016-02-29,2
1398205,725209,Nonfiction,2016-11-30,11
1324558,2744588,Nonfiction,2016-02-26,2
1339630,2945169,Nonfiction,2016-01-16,1
1415446,2808910,Nonfiction,2016-11-20,11
3083339,2881152,Nonfiction,2016-10-27,10
2708045,3203386,Nonfiction,2016-08-30,8
5833025,3167109,Fiction,2016-12-09,12
3100226,2944848,Nonfiction,2016-09-16,9
1228084,3193412,Nonfiction,2016-11-10,11
3552516,3003915,Fiction,2016-04-06,4
5590323,2375906,Fiction,2016-04-24,4
5821873,2979571,Fiction,2016-05-26,5
3633038,3129720,Fiction,2016-02-03,2
5482389,2747789,Fiction,2016-03-11,3
2676169,2926849,Nonfiction,2016-02-19,2
1174577,2711528,Fiction,2016-06-05,6
2302089,2996164,Nonfiction,2016-12-03,12
5448221,2919277,Nonfiction,2016-05-23,5
6350125,2660292,Nonfiction,2016-10-30,10
5454313,3109816,Nonfiction,2016-04-25,4
2548251,3111296,Nonfiction,2016-04-11,4
5701360,2860349,Nonfiction,2016-09-19,9
5928983,2683584,Fiction,2016-10-10,10
1115809,3138523,Fiction,2016-04-26,4
5902083,3181297,Fiction,2016-08-09,8
3288260,3028237,Fiction,2016-06-30,6
5284648,2861706,Fiction,2016-10-23,10
5884559,2740635,Nonfiction,2016-12-22,12
6196130,2648601,Fiction,2016-09-25,9
1566404,2974010,Fiction,2016-09-07,9
4493658,2742049,Fiction,2016-03-14,3
1326385,3126699,Nonfiction,2016-07-20,7
1502687,2494752,Nonfiction,2016-02-22,2
1337707,412682,Nonfiction,2016-02-27,2
4186434,2800591,Language,2016-09-10,9
5637035,2711311,Nonfiction,2016-01-19,1
6398556,2721064,Nonfiction,2016-08-27,8
5447197,2216487,Nonfiction,2016-05-03,5
3689148,3181966,Fiction,2016-12-02,12
5455402,2751611,Nonfiction,2016-09-26,9
5369165,2589669,Fiction,2016-03-12,3
1223038,2287847,Nonfiction,2016-10-06,10
2315412,2648683,Nonfiction,2016-03-15,3
2629446,3117821,Nonfiction,2016-02-01,2
2613234,3126426,Nonfiction,2016-04-15,4
1329759,2966807,Nonfiction,2016-10-14,10
1193455,2264344,Nonfiction,2016-06-26,6
4399443,112845,Fiction,2016-08-02,8
6094363,3032311,Fiction,2016-04-10,4
2113117,2830347,Fiction,2016-09-22,9
3595746,2269614,Fiction,2016-03-20,3
2343864,2871142,Nonfiction,2016-08-17,8
1430324,2896422,Nonfiction,2016-06-14,6
2408434,2632587,Nonfiction,2016-06-22,6
5849982,2681719,Fiction,2016-03-22,3
3784350,3138611,Fiction,2016-02-07,2
1212131,3091490,Nonfiction,2016-10-27,10
6163026,2877223,Fiction,2016-11-14,11
5729244,3144435,Fiction,2016-06-28,6
5659192,2670418,Nonfiction,2016-06-12,6
4233069,3141264,Fiction,2016-02-12,2
5233345,2851717,Fiction,2016-06-27,6
2704581,2708573,Nonfiction,2016-02-07,2
2642226,2980583,Nonfiction,2016-04-15,4
5331315,2802775,Fiction,2016-06-15,6
4307869,1804121,Nonfiction,2016-07-16,7
5084783,2806391,Nonfiction,2016-03-22,3
2117462,3009485,Fiction,2016-06-18,6
4386629,2939893,Fiction,2016-08-02,8
6263937,2883161,Fiction,2016-06-22,6
2125869,3190296,Fiction,2016-06-27,6
2476828,2996164,Nonfiction,2016-01-10,1
2622182,3175013,Nonfiction,2016-07-24,7
1514270,3114432,Nonfiction,2016-07-31,7
1327541,2988086,Nonfiction,2016-07-05,7
2651014,3132626,Nonfiction,2016-03-31,3
3277390,3130342,Fiction,2016-08-11,8
5296157,3024995,Fiction,2016-10-09,10
3702298,2839072,Fiction,2016-04-05,4
3117489,3160269,Nonfiction,2016-10-13,10
1187994,3148716,Nonfiction,2016-05-22,5
2407760,3139927,Nonfiction,2016-07-16,7
5056878,2973891,Fiction,2016-10-22,10
4371529,2737407,Fiction,2016-10-25,10
2748226,2620812,Nonfiction,2016-08-19,8
3202406,3141507,Fiction,2016-10-24,10
6146002,3086165,Fiction,2016-04-27,4
2383114,3065651,Nonfiction,2016-08-10,8
4217798,3190896,Fiction,2016-07-11,7
4794528,2751603,Nonfiction,2016-06-16,6
2662716,3148657,Nonfiction,2016-03-12,3
4350026,3153725,Fiction,2016-09-07,9
1210163,2388856,Nonfiction,2016-11-10,11
2243424,3214832,Nonfiction,2016-12-26,12
4360392,69109,Fiction,2016-07-19,7
3259159,2709083,Fiction,2016-05-17,5
2143396,2832052,Fiction,2016-05-29,5
2310398,2531018,Nonfiction,2016-09-17,9
4544662,135501,Fiction,2016-03-03,3
2776157,3125347,Nonfiction,2016-06-23,6
5755644,2846072,Fiction,2016-07-20,7
6356803,3132228,Nonfiction,2016-02-20,2
5360755,2765230,Fiction,2016-09-01,9
4289771,3156992,Fiction,2016-01-26,1
3633355,2652545,Fiction,2016-02-05,2
2592226,2811214,Nonfiction,2016-12-05,12
2700150,3096832,Nonfiction,2016-07-31,7
3855211,3218026,Fiction,2016-11-16,11
2195752,3006850,Language,2016-11-15,11
2502531,2499282,Nonfiction,2016-04-06,4
5305372,3111927,Fiction,2016-02-20,2
2198676,2970948,Language,2016-03-02,3
2601451,3085981,Nonfiction,2016-09-11,9
5297517,3219221,Fiction,2016-12-09,12
2387740,3170325,Nonfiction,2016-09-15,9
4331476,2852359,Fiction,2016-05-25,5
2353863,2363692,Nonfiction,2016-04-06,4
4380384,2988644,Fiction,2016-12-06,12
5520589,3091762,Fiction,2016-03-11,3
5862203,1892483,Fiction,2016-03-06,3
4370527,35535,Fiction,2016-01-30,1
1503741,3059813,Nonfiction,2016-06-28,6
3567266,3170831,Fiction,2016-07-14,7
3281477,3141535,Fiction,2016-11-25,11
2519870,3191572,Nonfiction,2016-09-10,9
2656352,2339242,Nonfiction,2016-01-30,1
5234487,314878,Fiction,2016-07-18,7
1327918,2984931,Nonfiction,2016-03-16,3
6271174,2176394,Fiction,2016-01-09,1
2204313,2801923,Language,2016-11-18,11
5094672,2571740,Nonfiction,2016-06-06,6
6196963,3220498,Fiction,2016-12-17,12
5001842,3120600,Fiction,2016-01-19,1
5576172,2991124,Fiction,2016-07-11,7
3838802,3099563,Fiction,2016-05-03,5
4381910,2944744,Fiction,2016-04-25,4
5450269,2832999,Nonfiction,2016-09-19,9
3195218,2926718,Fiction,2016-06-01,6
6217999,1793230,Language,2016-04-06,4
6310745,2485790,Nonfiction,2016-02-27,2
3094138,3173395,Nonfiction,2016-08-01,8
5311474,2048900,Fiction,2016-06-17,6
3654612,3181987,Fiction,2016-09-09,9
5559417,2602335,Fiction,2016-01-14,1
1593550,2701080,Fiction,2016-02-20,2
3272800,1321401,Fiction,2016-03-09,3
4546775,3077634,Fiction,2016-06-30,6
4724036,2939680,Nonfiction,2016-02-16,2
5098446,3177611,Nonfiction,2016-12-29,12
5879868,3176793,Nonfiction,2016-07-24,7
3797882,3190930,Fiction,2016-07-19,7
2493907,3099554,Nonfiction,2016-04-11,4
5715125,2917054,Fiction,2016-02-14,2
3220722,3091752,Fiction,2016-07-23,7
3213706,2252620,Fiction,2016-10-30,10
6229639,2856442,Fiction,2016-05-25,5
2650510,2954570,Nonfiction,2016-03-11,3
3219092,2901705,Fiction,2016-01-19,1
1566501,2870738,Fiction,2016-07-02,7
5671232,2799715,Nonfiction,2016-04-30,4
2304368,3216758,Nonfiction,2016-12-08,12
3730737,2918972,Fiction,2016-01-13,1
3627127,2638038,Fiction,2016-09-13,9
2583639,2570036,Nonfiction,2016-02-02,2
1245455,2994723,Nonfiction,2016-05-23,5
5246644,2809157,Fiction,2016-11-27,11
2243080,2530339,Nonfiction,2016-11-27,11
5897762,3049846,Fiction,2016-08-01,8
2714517,2942192,Nonfiction,2016-05-14,5
6078470,3180271,Fiction,2016-12-12,12
4759117,2199417,Nonfiction,2016-06-21,6
4256115,3149035,Fiction,2016-03-20,3
3693889,2774405,Fiction,2016-08-08,8
2668482,2870704,Nonfiction,2016-02-25,2
4386602,2991133,Fiction,2016-08-24,8
2705818,3136760,Nonfiction,2016-09-06,9
4354035,2874248,Fiction,2016-08-27,8
5573861,2655501,Fiction,2016-12-03,12
5896073,3137096,Fiction,2016-07-23,7
6327921,3084694,Nonfiction,2016-05-26,5
6241852,2745293,Fiction,2016-01-31,1
2248748,2996164,Nonfiction,2016-07-08,7
3630360,2726099,Fiction,2016-11-01,11
5919409,2973168,Fiction,2016-11-04,11
4310909,2973418,Fiction,2016-11-30,11
4749129,2928301,Nonfiction,2016-12-12,12
2424401,2988150,Nonfiction,2016-04-26,4
5898778,2866754,Fiction,2016-03-09,3
3570223,1609047,Fiction,2016-03-19,3
5366505,3167769,Fiction,2016-12-28,12
5019521,3087114,Fiction,2016-05-17,5
6385939,2969835,Fiction,2016-07-23,7
5002465,3148665,Fiction,2016-04-08,4
5610678,2612021,Fiction,2016-07-26,7
5394214,2450711,Fiction,2016-02-02,2
2614076,2398038,Nonfiction,2016-08-08,8
5457257,47864,Nonfiction,2016-06-27,6
6236614,2991148,Fiction,2016-05-21,5
6147476,3044631,Fiction,2016-07-12,7
4813342,2452003,Nonfiction,2016-03-20,3
1106928,3129672,Fiction,2016-08-23,8
2164378,2990447,Fiction,2016-06-30,6
3624652,3089598,Fiction,2016-01-09,1
1256711,1365094,Nonfiction,2016-05-06,5
4209665,3148803,Fiction,2016-02-11,2
4405657,3101729,Fiction,2016-02-20,2
4319515,2926515,Fiction,2016-11-16,11
3769378,3086400,Fiction,2016-01-23,1
6164172,3042961,Fiction,2016-10-24,10
5930568,2737663,Fiction,2016-03-03,3
6265406,2815522,Fiction,2016-01-31,1
2302030,3148636,Nonfiction,2016-09-03,9
2568360,3087304,Nonfiction,2016-05-26,5
3760299,3017907,Fiction,2016-07-01,7
3215165,2445174,Fiction,2016-01-24,1
6328931,2877545,Nonfiction,2016-02-03,2
1398624,744535,Nonfiction,2016-05-31,5
2581786,3144505,Nonfiction,2016-11-29,11
2502859,2521649,Nonfiction,2016-01-19,1
5546296,2835397,Fiction,2016-06-14,6
6206383,2626529,Language,2016-07-06,7
5813770,3214441,Fiction,2016-11-26,11
2118952,3175662,Fiction,2016-10-26,10
2696074,2732477,Nonfiction,2016-07-15,7
2175362,3029049,Fiction,2016-01-25,1
3824399,3154196,Fiction,2016-04-11,4
5371630,2702465,Fiction,2016-07-08,7
1504970,2900343,Nonfiction,2016-01-15,1
3842485,3208669,Fiction,2016-12-03,12
5214818,2922627,Fiction,2016-03-03,3
2152128,3092955,Fiction,2016-04-09,4
4337682,2245227,Fiction,2016-12-31,12
6271936,3133843,Fiction,2016-04-13,4
5050256,3125626,Fiction,2016-02-09,2
6270678,3079784,Fiction,2016-12-22,12
4244936,3215525,Fiction,2016-12-09,12
3297181,3069216,Fiction,2016-12-18,12
5889446,2701788,Fiction,2016-12-18,12
2433344,3183643,Nonfiction,2016-07-19,7
4290582,3133157,Fiction,2016-12-15,12
5122590,2938363,Fiction,2016-02-19,2
5358552,2792364,Fiction,2016-04-24,4
